importance (shuffled_loss - orig_loss),feature,disease
0.009846413732167868,ENSG00000171241_exp,OV
0.009817540193560577,ENSG00000143228_exp,OV
0.009806023056558545,ENSG00000261253_exp,OV
0.009803334211201017,ENSG00000255364_exp,OV
0.00975461151330068,ENSG00000278133_exp,OV
0.009711383620318561,cg26822601_meth,OV
0.009707331405645551,ENSG00000090661_exp,OV
0.009678125475100139,ENSG00000187838_exp,OV
0.009611219641716184,ENSG00000165474_exp,OV
0.009579488388872607,cg00098239_meth,OV
0.009539500120960498,ENSG00000152642_exp,OV
0.009490300134603082,ENSG00000075651_exp,OV
0.009463120479962093,ENSG00000215784_exp,OV
0.009377792068251931,ENSG00000163739_exp,OV
0.009357177099568022,ENSG00000278600_exp,OV
0.009354681099899391,ENSG00000105173_exp,OV
0.009322504821485037,ENSG00000163535_exp,OV
0.00930201467607524,ENSG00000159915_exp,OV
0.009245178553490718,ENSG00000188171_exp,OV
0.009207248479862465,ENSG00000030110_exp,OV
0.009194008565513235,ENSG00000164109_exp,OV
0.009142634526899562,ENSG00000173457_exp,OV
0.009066407910224296,ENSG00000259424_exp,OV
0.008934463656681886,ENSG00000103365_exp,OV
0.008915346716747936,ENSG00000267733_exp,OV
0.008878367333469509,ENSG00000279365_exp,OV
0.008842500763480587,ENSG00000073792_exp,OV
0.008814967412841997,ENSP00000465570_mut,OV
0.008772929741206014,ENSG00000223725_exp,OV
0.008761577183419696,ENSG00000128609_exp,OV
0.008713379618059033,ENSG00000148848_exp,OV
0.008664637991261345,ENSG00000164687_exp,OV
0.008643365113709174,ENSG00000120915_exp,OV
0.008642563539101644,ENSG00000280211_exp,OV
0.008618070087944955,ENSG00000103569_exp,OV
0.008571617802862653,ENSG00000144410_exp,OV
0.00845098687155695,ENSG00000145040_exp,OV
0.008417439789216767,ENSG00000258643_exp,OV
0.008374390456410134,ENSG00000141337_exp,OV
0.008359623956024853,cg15544036_meth,OV
0.008354249987637674,ENSG00000178425_exp,OV
0.008189344211542863,ENSG00000137869_exp,OV
0.008153701671115584,ENSG00000116885_exp,OV
0.008109747957935657,ENSG00000148814_exp,OV
0.008103941144189232,ENSG00000184188_exp,OV
0.008094026287872048,ENSG00000267640_exp,OV
0.008038281245197343,ENSG00000149948_exp,OV
0.007972225893024772,cg17371081_meth,OV
0.007835069901927715,ENSG00000244687_exp,OV
0.0077947410000276385,ENSG00000196482_exp,OV
0.007665795772666807,ENSG00000104848_exp,OV
0.007655046646515913,ENSG00000126391_exp,OV
0.007438867029221006,ENSG00000197180_exp,OV
0.007412333683214256,cg17569486_meth,OV
0.007366337057440769,ENSG00000161960_exp,OV
0.007320384212580349,cg09429185_meth,OV
0.007290258739477122,ENSG00000163009_exp,OV
0.0072704756076718245,ENSG00000151790_exp,OV
0.007235419900281919,cg13593287_meth,OV
0.0072215583228663555,ENSG00000196335_exp,OV
0.007205226516343945,cg07706067_meth,OV
0.007170106239394809,ENSG00000181830_exp,OV
0.007121930897727909,ENSG00000134333_exp,OV
0.007105766240758007,ENSG00000138175_exp,OV
0.007090952760103273,cg20305610_meth,OV
0.007058078274895019,ENSG00000198768_exp,OV
0.006987086575433294,ENSG00000173852_exp,OV
0.006980627896972476,ENSG00000149292_exp,OV
0.00680074131772817,ENSG00000189180_exp,OV
0.006639828829316451,ENSG00000163737_exp,OV
0.006443393648080405,ENSG00000244128_exp,OV
0.006313119025242984,ENSG00000264364_exp,OV
0.006057137513203544,ENSG00000260229_exp,OV
0.005930945474629381,cg09831553_meth,OV
0.00478234718687952,cg10938600_meth,OV
0.004646113333869822,cg23146741_meth,OV
0.0046189218475575595,ENSG00000203288_exp,OV
0.004559645576879835,cg00354884_meth,OV
0.004359891352683282,cg22627981_meth,OV
0.004258385933136889,ENSG00000124882_exp,OV
0.004222706669203571,ENSP00000381008_mut,OV
0.0041253225887951045,ENSG00000222041_exp,OV
0.0041101198881262745,cg11337915_meth,OV
0.004081641486264652,cg22716316_meth,OV
0.003931017163088845,cg26570040_meth,OV
0.0038226417227884063,ENSG00000139515_exp,OV
0.003799271729613375,cg20051033_meth,OV
0.0035733097741817124,cg03402605_meth,OV
0.003475229733266996,cg18708504_meth,OV
0.0034318679325585017,cg26226167_meth,OV
0.003369635857303025,cg13479358_meth,OV
0.0033485776446521166,cg23455641_meth,OV
0.003339375591957245,cg12670347_meth,OV
0.0033244338156419953,cg04841371_meth,OV
0.003291242662594334,ENSP00000271588_mut,OV
0.0032827889779452426,cg09571376_meth,OV
0.0032787075860806324,cg18341478_meth,OV
0.0032404926602316556,cg08932381_meth,OV
0.0032338061079580558,cg01275669_meth,OV
0.0031548159098539782,cg03450733_meth,OV
0.003102305043762706,cg04520340_meth,OV
0.0030703917387694896,cg07854251_meth,OV
0.003022461875976681,cg02344373_meth,OV
0.0030187441485077177,cg24039697_meth,OV
0.002954492846049305,cg25539979_meth,OV
0.0029505180032615647,cg04709900_meth,OV
0.0029262405616566406,cg02331902_meth,OV
0.002918003816698156,cg03665259_meth,OV
0.0028939936468026875,ENSP00000368698_mut,OV
0.002882800531390475,cg23387468_meth,OV
0.002874450352468299,cg13575339_meth,OV
0.0028640501156513226,cg08560952_meth,OV
0.0028279350789409807,cg27042528_meth,OV
0.0028064406985519597,cg00910052_meth,OV
0.002801615733026742,cg05642873_meth,OV
0.002791886656414919,ENSP00000409493_mut,OV
0.002766402930323819,cg26294410_meth,OV
0.0027418184974057716,cg06139029_meth,OV
0.0027413717595831605,cg13808714_meth,OV
0.0027357635159404037,cg21758446_meth,OV
0.0027096339415876055,cg20839145_meth,OV
0.002705914338631469,cg13263057_meth,OV
0.002702249321225536,cg17606183_meth,OV
0.0026868154014529047,cg08795948_meth,OV
0.0026851855724064036,cg26117398_meth,OV
0.0026825276780824015,cg07427211_meth,OV
0.0026805522978320027,cg08854397_meth,OV
0.002645486026403391,cg26822480_meth,OV
0.0026221778441267224,cg00871358_meth,OV
0.0026206300779095188,cg16151494_meth,OV
0.002599411576158851,cg09772792_meth,OV
0.0025700029510470467,cg01645295_meth,OV
0.0025509515624713647,cg00789427_meth,OV
0.002546192869640504,cg04200224_meth,OV
0.0025168500845211333,cg27490128_meth,OV
0.002502124153784936,cg03290131_meth,OV
0.002499910320344603,cg09990600_meth,OV
0.0024954717816933667,cg04966682_meth,OV
0.0024914089989937307,cg11837181_meth,OV
0.0024844823492686055,cg13462909_meth,OV
0.0024661978025991202,cg19519319_meth,OV
0.002447525625380235,cg12959106_meth,OV
0.0024303761044333193,cg09251764_meth,OV
0.0024191972696309127,cg12547667_meth,OV
0.002413253399935108,cg02642117_meth,OV
0.0023796156404623328,cg04076817_meth,OV
0.0023773382046409714,cg13692446_meth,OV
0.0023739450612742332,cg04003327_meth,OV
0.002369720240923375,cg12263872_meth,OV
0.0023375415670584174,cg27407147_meth,OV
0.002332103878903381,cg26569469_meth,OV
0.0023310546364167083,cg24464502_meth,OV
0.002321799000632896,cg25642812_meth,OV
0.002310837331732158,cg03135983_meth,OV
0.0022976765078696307,cg16008221_meth,OV
0.0022783524929852472,cg01804679_meth,OV
0.0022542352125307272,ch.16.1077096F_meth,OV
0.0022416841826141797,cg07795402_meth,OV
0.002212820525172391,cg22727932_meth,OV
0.0022104844374429217,cg11337289_meth,OV
0.0022044732660434496,cg21649393_meth,OV
0.0021729923787107263,cg10248231_meth,OV
0.0021713513528401527,cg04804717_meth,OV
0.002144804979905558,cg17806418_meth,OV
0.0021442749493518023,cg15951870_meth,OV
0.0021433630561951255,cg25732282_meth,OV
0.0021370622741333995,cg06784691_meth,OV
0.0021335893968435432,cg26104072_meth,OV
0.002120393771647608,cg26887266_meth,OV
0.002110783238691195,cg27559724_meth,OV
0.0021006807176204103,ENSP00000269305_mut,OV
0.002081819312403452,cg01671895_meth,OV
0.0020677386460167505,cg26651303_meth,OV
0.002055860177809479,cg17639493_meth,OV
0.0020499962437669802,cg25636556_meth,OV
0.002043791462949628,cg00706913_meth,OV
0.00204089875880378,ENSP00000356515_mut,OV
0.0020402327937235373,cg10702041_meth,OV
0.002035013401774958,cg15117516_meth,OV
0.0020234061820392224,cg24634593_meth,OV
0.0020183446612835393,cg02298327_meth,OV
0.0020138669600450556,cg07512997_meth,OV
0.0020067939606705806,cg05293820_meth,OV
0.00200230974980336,cg09701145_meth,OV
0.001983494708488983,cg13475665_meth,OV
0.001967848979661994,cg10827460_meth,OV
0.0019601699345558085,cg13806741_meth,OV
0.0019404472524435902,cg08415391_meth,OV
0.0019394952123044835,cg04240553_meth,OV
0.0019355497975935831,cg00864083_meth,OV
0.001923823589505738,cg27416957_meth,OV
0.0019202130580825674,cg24024056_meth,OV
0.0019066680867224012,cg27232166_meth,OV
0.0019019360812796674,cg27309871_meth,OV
0.0018958833592452996,cg02270689_meth,OV
0.0018909057403991352,cg09344740_meth,OV
0.0018737901127932795,cg06992486_meth,OV
0.0018728136414966807,cg24166786_meth,OV
0.0018717888581626374,cg24726370_meth,OV
0.001867302472157865,cg05238917_meth,OV
0.0018557181428406405,cg16503585_meth,OV
0.0018483770610483823,cg26281310_meth,OV
0.001837084771166089,cg09856299_meth,OV
0.0018354819707570272,cg22810546_meth,OV
0.0018072087093522111,cg21724798_meth,OV
0.0017957770289409468,cg14382547_meth,OV
0.0017912845347626766,cg19925215_meth,OV
0.001789342244194889,cg18244487_meth,OV
0.0017835040887201029,cg16377790_meth,OV
0.001771987960684254,cg02256384_meth,OV
0.0017492396557508745,cg06788764_meth,OV
0.0017294084997439747,cg02772099_meth,OV
0.0017235002944995619,cg04221764_meth,OV
0.0017234440171446004,cg25716013_meth,OV
0.0017130919945156364,cg13251666_meth,OV
0.001705140346583953,ENSP00000357789_mut,OV
0.0017012279337439182,cg02754945_meth,OV
0.0016990043514629985,cg16612379_meth,OV
0.0016958356104081781,cg01040434_meth,OV
0.0016868973985485233,cg09585333_meth,OV
0.0016802954614075771,cg19504950_meth,OV
0.001671345884341196,ENSP00000297405_mut,OV
0.0016528063928377505,ENSP00000390158_mut,OV
0.0016497694541406619,cg26995690_meth,OV
0.0016485365029754975,cg25446191_meth,OV
0.001636080145330417,cg05886574_meth,OV
0.0016348437504801134,cg12421536_meth,OV
0.0016347105985666428,cg23017915_meth,OV
0.0016341698582921227,cg19735250_meth,OV
0.0016308974913893505,cg16536740_meth,OV
0.0016269323026190602,cg11743349_meth,OV
0.001602448321889321,cg16190266_meth,OV
0.0015985555301310332,cg10095938_meth,OV
0.0015972805073138795,cg05877565_meth,OV
0.001590838186024161,cg12762449_meth,OV
0.0015895625363508475,cg13333087_meth,OV
0.0015883359966805861,cg22533406_meth,OV
0.0015876482361926552,cg03783391_meth,OV
0.0015702952717899048,cg20669641_meth,OV
0.0015684238678825599,cg08467866_meth,OV
0.0015609320070413763,cg07242710_meth,OV
0.001557703324345029,cg05822031_meth,OV
0.0015387325290480024,cg25323497_meth,OV
0.0015285383429239907,cg02810149_meth,OV
0.0015259674021426634,cg14699343_meth,OV
0.0015050229738358986,cg23650482_meth,OV
0.0014992610186035987,cg24964796_meth,OV
0.0014885766997518868,cg00856825_meth,OV
0.0014877605897153615,cg14472384_meth,OV
0.0014722697426757187,cg17519479_meth,OV
0.0014606816350357038,cg05128520_meth,OV
0.0014426864328731896,cg07412758_meth,OV
0.001429809498981786,cg05561632_meth,OV
0.0014265323054686184,cg02133324_meth,OV
0.0014042208235557846,cg05353478_meth,OV
0.001395709201286029,cg14167139_meth,OV
0.0013891820201435115,cg05813330_meth,OV
0.0013839383412434575,cg15859189_meth,OV
0.0013777242751793113,cg07113802_meth,OV
0.0013041005301120216,ENSP00000332371_mut,OV
0.0013034093175379056,cg18383585_meth,OV
0.0012999529555034967,cg06143522_meth,OV
0.0012862377713983204,cg08427067_meth,OV
0.0012761339259003135,cg15040499_meth,OV
0.0012740087386268566,ENSP00000356224_mut,OV
0.001264468289266543,cg26724194_meth,OV
0.0012535372407485406,ENSP00000374135_mut,OV
0.001249188837156412,cg23657707_meth,OV
0.0012394406536582808,cg15296856_meth,OV
0.0012378058602573213,cg14307145_meth,OV
0.0012336535690928236,cg04970637_meth,OV
0.0012213963026053525,cg21134601_meth,OV
0.0012098721871001755,cg22171993_meth,OV
0.0012060074126124655,cg13582711_meth,OV
0.0012038073059763195,cg26630735_meth,OV
0.0011988417562298131,cg24001514_meth,OV
0.0011938290886737023,cg06729381_meth,OV
0.0011937695132957751,cg10028929_meth,OV
0.0011802392447228928,ENSP00000430497_mut,OV
0.0011742540105443104,ENSP00000354505_mut,OV
0.0011728223768721932,cg24357026_meth,OV
0.0011678733293950156,cg12729894_meth,OV
0.001167384116396201,ENSP00000177648_mut,OV
0.0011660574127623595,cg27346510_meth,OV
0.0011501255637435352,ENSP00000349588_mut,OV
0.0011500045053732934,cg21152351_meth,OV
0.0011418128425040185,cg02591280_meth,OV
0.0011111229295279498,cg20403498_meth,OV
0.0011069473381572308,cg24045378_meth,OV
0.0010910147041134726,cg09929856_meth,OV
0.001084257305342747,cg15228617_meth,OV
0.0010714071417276478,cg23260877_meth,OV
0.0010700903319877694,cg26240274_meth,OV
0.0010632059856507331,cg24051487_meth,OV
0.001050783993706999,cg05580277_meth,OV
0.0010490915564228913,cg05807849_meth,OV
0.0010488646402041502,cg24902206_meth,OV
0.0010407371632370982,cg19758969_meth,OV
0.0010382757499319089,cg10425861_meth,OV
0.0010214915657181924,cg26491833_meth,OV
0.0010188223598436173,cg13332706_meth,OV
0.001016557879712961,cg04314130_meth,OV
0.0010111779092915791,cg05041061_meth,OV
0.001010533760772561,cg13261306_meth,OV
0.0010037474919665594,cg22891595_meth,OV
0.0009947057860421173,cg20712415_meth,OV
0.0009940898434403797,ENSP00000265104_mut,OV
0.0009885109259759853,cg17402294_meth,OV
0.0009794694306082263,cg25096193_meth,OV
0.0009767068112092295,cg05541267_meth,OV
0.0009589587823975639,cg27007937_meth,OV
0.0009485102480366233,cg04588138_meth,OV
0.0009463999069155972,cg25896734_meth,OV
0.0009418857283407275,cg04329264_meth,OV
0.00093394560562263,cg20974885_meth,OV
0.0009218769493131903,cg08526637_meth,OV
0.0009112744537599607,cg17331199_meth,OV
0.000908681663074784,ENSP00000377664_mut,OV
0.0009008602878604918,ENSP00000360158_mut,OV
0.0009005031416374888,cg19187110_meth,OV
0.0008937750127944918,cg16863332_meth,OV
0.0008914363145881257,cg12930251_meth,OV
0.0008826964293052618,cg05991454_meth,OV
0.0008790125502649756,cg27397850_meth,OV
0.0008781461465521526,cg11882488_meth,OV
0.0008729883752494801,cg11794649_meth,OV
0.000866126720047316,ENSP00000334319_mut,OV
0.000820107864687114,cg04254028_meth,OV
0.0008187332848078229,cg19529472_meth,OV
0.0008085563122465716,cg06141624_meth,OV
0.0007985209178321067,cg25499397_meth,OV
0.0007975292278283863,cg24980653_meth,OV
0.0007970610539585045,cg09326409_meth,OV
0.000791061786204608,cg13115424_meth,OV
0.0007872776450581487,ENSP00000385899_mut,OV
0.0007754598249631255,ENSP00000275493_mut,OV
0.000762935281159955,ENSP00000296702_mut,OV
0.0007492655903699433,cg23576723_meth,OV
0.0007468063133273158,cg16907669_meth,OV
0.0007438678122374531,cg03399963_meth,OV
0.0007403090785560327,cg12611832_meth,OV
0.0007371301968033755,ENSP00000316527_mut,OV
0.0007302380778958382,cg01104590_meth,OV
0.0007256187781337693,ENSP00000337222_mut,OV
0.0007237007082875582,cg10632966_meth,OV
0.0007233527025557832,cg03688085_meth,OV
0.0007192564690200341,ENSP00000264010_mut,OV
0.0007093939189888568,ENSP00000353622_mut,OV
0.0007027054997423349,cg13553936_meth,OV
0.0006955250253067621,cg22417613_meth,OV
0.0006935602366559854,cg06815579_meth,OV
0.000666294046627843,cg00004429_meth,OV
0.0006583063076584702,ENSP00000408581_mut,OV
0.0006530663704306846,cg00931877_meth,OV
0.0006435752894578601,cg22356347_meth,OV
0.0006365793885111998,cg25380351_meth,OV
0.0006360382774059185,cg16118600_meth,OV
0.0006322697623625251,cg13696490_meth,OV
0.000627060166832067,cg02538557_meth,OV
0.0006158875773563851,cg26666292_meth,OV
0.0006052222477182697,cg25496467_meth,OV
0.000600357198665333,cg01422797_meth,OV
0.000599848316515038,cg14673319_meth,OV
0.0005713914571711726,cg06561892_meth,OV
0.0005680465804655347,ENSP00000281537_mut,OV
0.0005630740565633557,cg13354414_meth,OV
0.0005565860324722295,cg13683125_meth,OV
0.0005510611235481417,cg10306866_meth,OV
0.0005463831623909855,cg19885926_meth,OV
0.0005430550299262179,cg10047572_meth,OV
0.0005251544913692507,cg12640482_meth,OV
0.0005177596150572277,cg06961098_meth,OV
0.0005119733624542198,cg18284427_meth,OV
0.0005083248145081814,cg22395299_meth,OV
0.0005008813898467314,cg03092603_meth,OV
0.0004994626024835198,ENSP00000329638_mut,OV
0.0004968350973550603,cg10124651_meth,OV
0.0004950600019578576,cg24183909_meth,OV
0.00047870665780047617,cg00869488_meth,OV
0.00047649162780407896,cg02319187_meth,OV
0.00043056364481581296,cg21703586_meth,OV
0.00042895894780111316,ENSP00000307101_mut,OV
0.0004284652439121449,ENSP00000277165_mut,OV
0.00042795795478119586,cg17412901_meth,OV
0.00042132545417161715,cg14643892_meth,OV
0.0004182977134034778,cg05357338_meth,OV
0.00041476191473008604,cg15975832_meth,OV
0.00041434161934545473,ENSP00000288602_mut,OV
0.0004140010975073574,cg07057670_meth,OV
0.00041272208844520295,ENSP00000382423_mut,OV
0.0004119821484469297,cg11253122_meth,OV
0.00041112885781923055,cg11248166_meth,OV
0.00039458801377778574,cg05735639_meth,OV
0.00039161846812595254,cg23223330_meth,OV
0.0003899157983272314,ENSP00000240327_mut,OV
0.00038872185611874926,ENSP00000341551_mut,OV
0.00038844992635942186,ENSP00000263710_mut,OV
0.0003876154738686867,ENSP00000256078_mut,OV
0.0003829746021929796,cg24999862_meth,OV
0.0003795141134318447,cg06189394_meth,OV
0.00037212351338275805,cg16058493_meth,OV
0.0003713646388511238,cg16318112_meth,OV
0.0003710575811157746,cg17919186_meth,OV
0.00037041297476270163,cg18716194_meth,OV
0.00035767677925170453,cg05161119_meth,OV
0.00034278911278482236,cg10527525_meth,OV
0.0003214997760681139,cg25962829_meth,OV
0.00031957089846513923,cg22120095_meth,OV
0.0003147603169173631,cg02063915_meth,OV
0.0003092051433862079,cg24377495_meth,OV
0.00030373041425206065,cg04011461_meth,OV
0.000299028663414543,cg19893067_meth,OV
0.0002886078526250286,cg01115636_meth,OV
0.00027656108570544506,cg22356722_meth,OV
0.0002704054102896647,ENSP00000171111_mut,OV
0.0002663150662194851,cg22973076_meth,OV
0.0002347507693369888,ENSP00000472969_mut,OV
0.0002327326195180489,ENSP00000254029_mut,OV
0.00022024236004147824,ENSP00000237449_mut,OV
0.0001746882714626826,cg04884046_meth,OV
0.0001632994960993401,cg02977954_meth,OV
0.00015729521716953719,ENSP00000374309_mut,OV
0.00015209454351642707,cg14121185_meth,OV
0.00015152562927591952,ENSP00000322845_mut,OV
0.00011406407912733446,ENSP00000260985_mut,OV
5.8444673792864187e-05,cg17972655_meth,OV
4.7577671980985554e-05,cg03564201_meth,OV
2.302395321493764e-05,ENSP00000396622_mut,OV
0.0,disease_code_LGG,OV
0.0,disease_code_LAML,OV
0.0,disease_code_KIRP,OV
0.0,disease_code_ESCA,OV
0.0,disease_code_HNSC,OV
0.0,disease_code_CESC,OV
0.0,disease_code_KIRC,OV
0.0,disease_code_CHOL,OV
0.0,disease_code_GBM,OV
0.0,disease_code_KICH,OV
0.0,disease_code_COAD,OV
0.0,disease_code_DLBC,OV
0.0,disease_code_OV,OV
0.0,disease_code_LIHC,OV
0.0,disease_code_LUAD,OV
0.0,disease_code_UCS,OV
0.0,disease_code_UCEC,OV
0.0,disease_code_THYM,OV
0.0,disease_code_THCA,OV
0.0,disease_code_TGCT,OV
0.0,disease_code_STAD,OV
0.0,disease_code_SKCM,OV
0.0,disease_code_SARC,OV
0.0,disease_code_READ,OV
0.0,disease_code_PRAD,OV
0.0,disease_code_PCPG,OV
0.0,disease_code_PAAD,OV
0.0,disease_code_BLCA,OV
0.0,disease_code_MESO,OV
0.0,disease_code_LUSC,OV
0.0,disease_code_BRCA,OV
0.0,disease_code_UVM,OV
0.0,disease_code_ACC,OV
0.0,ENSP00000256474_mut,OV
0.0,ENSP00000474253_mut,OV
0.0,ENSP00000320232_mut,OV
-4.087658992685878e-05,cg14615152_meth,OV
-6.363720548382042e-05,cg19202618_meth,OV
-6.95266212893644e-05,cg25146111_meth,OV
-7.334368342079876e-05,cg14918743_meth,OV
-7.385270211310611e-05,cg00219921_meth,OV
-7.445980869635882e-05,cg01116568_meth,OV
-9.361038895226869e-05,cg00781749_meth,OV
-0.00010132206350709093,cg21748136_meth,OV
-0.00010482062120266268,cg10497345_meth,OV
-0.00016190978908360421,cg08180257_meth,OV
-0.00017882379286969662,cg10038009_meth,OV
-0.0002056012743992561,cg14849412_meth,OV
-0.00023602448056777212,cg22593554_meth,OV
-0.00030851304309008495,cg27312872_meth,OV
-0.00035313850430401187,cg05590451_meth,OV
-0.0003755687988130887,cg03608712_meth,OV
-0.0004516427582640863,cg09712902_meth,OV
-0.00045491156882244207,cg04932082_meth,OV
-0.0004948003234864896,cg24796651_meth,OV
-0.0005220790066622226,cg23935522_meth,OV
-0.0006398986907514898,cg00096307_meth,OV
-0.0006827900989890834,cg08278290_meth,OV
-0.0007918121060533788,cg11245145_meth,OV
-0.0009002744546169586,cg07547549_meth,OV
-0.0010611936407955744,cg13132577_meth,OV
-0.0012710335578729594,cg25426742_meth,OV
-0.0020195778579797314,cg05155319_meth,OV
0.015902305425970986,days_to_birth,HNSC
0.007468260948454519,ENSG00000260628_exp,HNSC
0.007097752069147067,cg03098643_meth,HNSC
0.006283732916712148,ENSG00000173852_exp,HNSC
0.00616879922826713,cg21724798_meth,HNSC
0.005848452274709981,cg22417398_meth,HNSC
0.005763666923020305,cg26226167_meth,HNSC
0.005201011447614012,ENSG00000178252_exp,HNSC
0.0050535104698676055,cg25146111_meth,HNSC
0.005011581166138257,ENSG00000264364_exp,HNSC
0.0049856977243994405,cg23650482_meth,HNSC
0.004963594797830961,ENSG00000073792_exp,HNSC
0.0049396469164473935,cg00781749_meth,HNSC
0.004867809641920018,cg02344373_meth,HNSC
0.004808337954967823,cg26281310_meth,HNSC
0.004807325934900375,cg10038009_meth,HNSC
0.004735572455526293,ENSG00000181830_exp,HNSC
0.004730925117544571,cg06992486_meth,HNSC
0.004711349395362019,cg23576723_meth,HNSC
0.004677333152651997,ENSG00000198768_exp,HNSC
0.004673706061655925,ENSG00000196335_exp,HNSC
0.004670491004485677,ENSG00000223725_exp,HNSC
0.00464699017811282,cg15951870_meth,HNSC
0.004576401182093437,cg13332706_meth,HNSC
0.004573157221797552,cg04011461_meth,HNSC
0.004519587912993184,ENSG00000075651_exp,HNSC
0.004518728376314463,cg14643892_meth,HNSC
0.004478591192769399,cg21703586_meth,HNSC
0.004427201051269747,cg23260877_meth,HNSC
0.004407819185265982,cg20839145_meth,HNSC
0.004407250474639812,ENSG00000165474_exp,HNSC
0.00440140293908361,ENSG00000090661_exp,HNSC
0.004383103563302649,cg12930251_meth,HNSC
0.004378645747644017,cg25732282_meth,HNSC
0.004364321961744211,ENSG00000126391_exp,HNSC
0.004336994022653496,cg13593287_meth,HNSC
0.004334274757475764,cg15228617_meth,HNSC
0.004302433926357496,cg25896734_meth,HNSC
0.004290860944482011,cg08560952_meth,HNSC
0.004289739783954261,cg19885926_meth,HNSC
0.004282939733499513,cg24964796_meth,HNSC
0.004278747948956829,ENSG00000163535_exp,HNSC
0.004254791207550834,cg10938600_meth,HNSC
0.0042510038532679205,cg26117398_meth,HNSC
0.004249288333706436,ENSG00000139515_exp,HNSC
0.004213057699670231,cg24183909_meth,HNSC
0.004208536923813655,cg14211646_meth,HNSC
0.004184220100932767,cg07547549_meth,HNSC
0.004163803824064005,cg15975832_meth,HNSC
0.004146760657264015,cg11337915_meth,HNSC
0.004133746278321959,cg03688085_meth,HNSC
0.0041246548743541275,cg06561892_meth,HNSC
0.004123366297832198,cg15117516_meth,HNSC
0.00412092493805335,cg10248231_meth,HNSC
0.004118381183550868,ENSG00000124882_exp,HNSC
0.004115866127948864,cg16536740_meth,HNSC
0.00411327092518089,cg16118600_meth,HNSC
0.004109838766109064,cg10306866_meth,HNSC
0.004102585262208791,ENSG00000125538_exp,HNSC
0.004094306278117843,cg16863332_meth,HNSC
0.004076495113339429,cg13261306_meth,HNSC
0.004064468290997147,ENSG00000134333_exp,HNSC
0.004063700882502175,cg09856299_meth,HNSC
0.004061320238399136,cg10702041_meth,HNSC
0.004055151049909977,ENSG00000148848_exp,HNSC
0.004052961689432244,cg24980653_meth,HNSC
0.004039255037220668,cg26651303_meth,HNSC
0.004032765946392481,cg07854251_meth,HNSC
0.004029409019787778,mutation_load,HNSC
0.004020144566971607,cg20974885_meth,HNSC
0.004015359312203692,ENSG00000188643_exp,HNSC
0.004014751541049166,cg26464596_meth,HNSC
0.004008511522389025,ENSG00000184188_exp,HNSC
0.003975947850197425,ENSG00000104848_exp,HNSC
0.003953719580956949,ENSG00000171241_exp,HNSC
0.003914308158293156,cg22190114_meth,HNSC
0.003899717052995766,cg23146741_meth,HNSC
0.003890822882065004,cg26630735_meth,HNSC
