"","V3","n","hgnc_symbol"
"3074","ENSG00000144524",1,"COPS7B"
"3075","ENSG00000144550",1,"CPNE9"
"3076","ENSG00000144554",1,"FANCD2"
"3077","ENSG00000144560",1,"VGLL4"
"3078","ENSG00000144566",3,"RAB5A"
"3079","ENSG00000144579",1,"CTDSP1"
"3080","ENSG00000144591",1,"GMPPA"
"3081","ENSG00000144597",1,"EAF1"
"3082","ENSG00000144642",1,"RBMS3"
"3083","ENSG00000144668",1,"ITGA9"
"3084","ENSG00000144674",2,"GOLGA4"
"3085","ENSG00000144677",2,"CTDSPL"
"3086","ENSG00000144712",1,"CAND2"
"3087","ENSG00000144713",1,"RPL32"
"3088","ENSG00000144724",2,"PTPRG"
"3089","ENSG00000144730",4,"IL17RD"
"3090","ENSG00000144736",2,"SHQ1"
"3091","ENSG00000144747",2,"TMF1"
"3092","ENSG00000144749",1,"LRIG1"
"3093","ENSG00000144791",1,"LIMD1"
"3094","ENSG00000144792",1,"ZNF660"
"3095","ENSG00000144848",2,"ATG3"
"3096","ENSG00000144852",3,"NR1I2"
"3097","ENSG00000144857",1,"BOC"
"3098","ENSG00000144891",3,"AGTR1"
"3099","ENSG00000144893",1,"MED12L"
"3100","ENSG00000144908",4,"ALDH1L1"
"3101","ENSG00000144935",2,"TRPC1"
"3102","ENSG00000144962",1,"SPATA16"
"3103","ENSG00000145012",1,"LPP"
"3104","ENSG00000145041",1,"DCAF1"
"3105","ENSG00000145050",1,"MANF"
"3106","ENSG00000145087",1,"STXBP5L"
"3107","ENSG00000145088",9,"EAF2"
"3108","ENSG00000145113",3,"MUC4"
"3109","ENSG00000145192",1,"AHSG"
"3110","ENSG00000145242",1,"EPHA5"
"3111","ENSG00000145287",1,"PLAC8"
"3112","ENSG00000145321",7,"GC"
"3113","ENSG00000145335",1,"SNCA"
"3114","ENSG00000145348",1,"TBCK"
"3115","ENSG00000145362",2,"ANK2"
"3116","ENSG00000145384",1,"FABP2"
"3117","ENSG00000145386",3,"CCNA2"
"3118","ENSG00000145390",1,"USP53"
"3119","ENSG00000145391",2,"SETD7"
"3120","ENSG00000145414",1,"NAF1"
"3121","ENSG00000145416",1,"MARCH1"
"3122","ENSG00000145423",3,"SFRP2"
"3123","ENSG00000145476",1,"CYP4V2"
"3124","ENSG00000145494",1,"NDUFS6"
"3125","ENSG00000145545",21,"SRD5A1"
"3126","ENSG00000145604",23,"SKP2"
"3127","ENSG00000145675",10,"PIK3R1"
"3128","ENSG00000145681",1,"HAPLN1"
"3129","ENSG00000145687",1,"SSBP2"
"3130","ENSG00000145692",1,"BHMT"
"3131","ENSG00000145703",1,"IQGAP2"
"3132","ENSG00000145715",1,"RASA1"
"3133","ENSG00000145730",2,"PAM"
"3134","ENSG00000145734",1,"BDP1"
"3135","ENSG00000145736",1,"GTF2H2"
"3136","ENSG00000145740",1,"SLC30A5"
"3137","ENSG00000145741",1,"BTF3"
"3138","ENSG00000145743",1,"FBXL17"
"3139","ENSG00000145779",3,"TNFAIP8"
"3140","ENSG00000145824",4,"CXCL14"
"3141","ENSG00000145882",1,"PCYOX1L"
"3142","ENSG00000145907",1,"G3BP1"
"3143","ENSG00000145919",1,"BOD1"
"3144","ENSG00000145996",1,"CDKAL1"
"3145","ENSG00000146038",1,"DCDC2"
"3146","ENSG00000146047",1,"HIST1H2BA"
"3147","ENSG00000146070",3,"PLA2G7"
"3148","ENSG00000146072",1,"TNFRSF21"
"3149","ENSG00000146085",1,"MMUT"
"3150","ENSG00000146090",1,"RASGEF1C"
"3151","ENSG00000146094",1,"DOK3"
"3152","ENSG00000146205",10,"ANO7"
"3153","ENSG00000146352",1,"CLVS2"
"3154","ENSG00000146411",1,"SLC2A12"
"3155","ENSG00000146414",2,"SHPRH"
"3156","ENSG00000146416",1,"AIG1"
"3157","ENSG00000146433",1,"TMEM181"
"3158","ENSG00000146463",1,"ZMYM4"
"3159","ENSG00000146469",3,"VIP"
"3160","ENSG00000146476",1,"ARMT1"
"3161","ENSG00000146477",19,"SLC22A3"
"3162","ENSG00000146535",3,"GNA12"
"3163","ENSG00000146540",1,"C7orf50"
"3164","ENSG00000146592",2,"CREB5"
"3165","ENSG00000146648",89,"EGFR"
"3166","ENSG00000146674",57,"IGFBP3"
"3167","ENSG00000146678",13,"IGFBP1"
"3168","ENSG00000146701",1,"MDH2"
"3169","ENSG00000146731",1,"CCT6A"
"3170","ENSG00000146776",1,"ATXN7L1"
"3171","ENSG00000146872",1,"TLK2"
"3172","ENSG00000146904",2,"EPHA1"
"3173","ENSG00000146950",2,"SHROOM2"
"3174","ENSG00000147010",1,"SH3KBP1"
"3175","ENSG00000147041",1,"SYTL5"
"3176","ENSG00000147044",1,"CASK"
"3177","ENSG00000147050",2,"KDM6A"
"3178","ENSG00000147065",2,"MSN"
"3179","ENSG00000147081",1,"AKAP4"
"3180","ENSG00000147099",2,"HDAC8"
"3181","ENSG00000147127",1,"RAB41"
"3182","ENSG00000147133",1,"TAF1"
"3183","ENSG00000147140",3,"NONO"
"3184","ENSG00000147155",1,"EBP"
"3185","ENSG00000147162",4,"OGT"
"3186","ENSG00000147274",1,"RBMX"
"3187","ENSG00000147316",1,"MCPH1"
"3188","ENSG00000147381",1,"MAGEA4"
"3189","ENSG00000147394",2,"ZNF185"
"3190","ENSG00000147403",3,"RPL10"
"3191","ENSG00000147408",2,"CSGALNACT1"
"3192","ENSG00000147416",1,"ATP6V1B2"
"3193","ENSG00000147421",1,"HMBOX1"
"3194","ENSG00000147437",4,"GNRH1"
"3195","ENSG00000147454",1,"SLC25A37"
"3196","ENSG00000147459",1,"DOCK5"
"3197","ENSG00000147465",1,"STAR"
"3198","ENSG00000147588",1,"PMP2"
"3199","ENSG00000147601",1,"TERF1"
"3200","ENSG00000147604",1,"RPL7"
"3201","ENSG00000147647",1,"DPYS"
"3202","ENSG00000147649",8,"MTDH"
"3203","ENSG00000147654",2,"EBAG9"
"3204","ENSG00000147676",1,"MAL2"
"3205","ENSG00000147677",3,"EIF3H"
"3206","ENSG00000147684",1,"NDUFB9"
"3207","ENSG00000147687",1,"TATDN1"
"3208","ENSG00000147799",1,"ARHGAP39"
"3209","ENSG00000147804",1,"SLC39A4"
"3210","ENSG00000147813",1,"NAPRT"
"3211","ENSG00000147862",2,"NFIB"
"3212","ENSG00000147883",2,"CDKN2B"
"3213","ENSG00000147889",26,"CDKN2A"
"3214","ENSG00000147894",1,"C9orf72"
"3215","ENSG00000147896",1,"IFNK"
"3216","ENSG00000147955",3,"SIGMAR1"
"3217","ENSG00000148019",1,"CEP78"
"3218","ENSG00000148120",2,"AOPEP"
"3219","ENSG00000148143",2,"ZNF462"
"3220","ENSG00000148158",1,"SNX30"
"3221","ENSG00000148175",1,"STOM"
"3222","ENSG00000148180",4,"GSN"
"3223","ENSG00000148200",1,"NR6A1"
"3224","ENSG00000148204",1,"CRB2"
"3225","ENSG00000148218",2,"ALAD"
"3226","ENSG00000148219",1,"ASTN2"
"3227","ENSG00000148303",2,"RPL7A"
"3228","ENSG00000148341",1,"SH3GLB2"
"3229","ENSG00000148344",3,"PTGES"
"3230","ENSG00000148346",6,"LCN2"
"3231","ENSG00000148396",1,"SEC16A"
"3232","ENSG00000148400",15,"NOTCH1"
"3233","ENSG00000148411",1,"NACC2"
"3234","ENSG00000148482",1,"SLC39A12"
"3235","ENSG00000148484",1,"RSU1"
"3236","ENSG00000148498",4,"PARD3"
"3237","ENSG00000148513",2,"ANKRD30A"
"3238","ENSG00000148516",18,"ZEB1"
"3239","ENSG00000148541",1,"FAM13C"
"3240","ENSG00000148606",1,"POLR3A"
"3241","ENSG00000148660",1,"CAMK2G"
"3242","ENSG00000148671",2,"ADIRF"
"3243","ENSG00000148700",1,"ADD3"
"3244","ENSG00000148719",2,"DNAJB12"
"3245","ENSG00000148730",1,"EIF4EBP2"
"3246","ENSG00000148737",13,"TCF7L2"
"3247","ENSG00000148773",26,"MKI67"
"3248","ENSG00000148795",73,"CYP17A1"
"3249","ENSG00000148814",1,"LRRC27"
"3250","ENSG00000148834",3,"GSTO1"
"3251","ENSG00000148842",1,"CNNM2"
"3252","ENSG00000148848",1,"ADAM12"
"3253","ENSG00000148926",3,"ADM"
"3254","ENSG00000148965",1,"SAA4"
"3255","ENSG00000149021",1,"SCGB1A1"
"3256","ENSG00000149100",2,"EIF3M"
"3257","ENSG00000149131",1,"SERPING1"
"3258","ENSG00000149136",2,"SSRP1"
"3259","ENSG00000149150",2,"SLC43A1"
"3260","ENSG00000149177",2,"PTPRJ"
"3261","ENSG00000149212",1,"SESN3"
"3262","ENSG00000149218",3,"ENDOD1"
"3263","ENSG00000149257",1,"SERPINH1"
"3264","ENSG00000149260",1,"CAPN5"
"3265","ENSG00000149269",5,"PAK1"
"3266","ENSG00000149273",2,"RPS3"
"3267","ENSG00000149292",1,"TTC12"
"3268","ENSG00000149300",1,"C11orf52"
"3269","ENSG00000149305",1,"HTR3B"
"3270","ENSG00000149311",25,"ATM"
"3271","ENSG00000149346",1,"SLX4IP"
"3272","ENSG00000149357",2,"LAMTOR1"
"3273","ENSG00000149418",14,"ST14"
"3274","ENSG00000149428",2,"HYOU1"
"3275","ENSG00000149435",1,"GGTLC1"
"3276","ENSG00000149476",1,"TKFC"
"3277","ENSG00000149485",1,"FADS1"
"3278","ENSG00000149554",4,"CHEK1"
"3279","ENSG00000149575",1,"SCN2B"
"3280","ENSG00000149591",5,"TAGLN"
"3281","ENSG00000149639",1,"SOGA1"
"3282","ENSG00000149658",1,"YTHDF1"
"3283","ENSG00000149679",2,"CABLES2"
"3284","ENSG00000149923",1,"PPP4C"
"3285","ENSG00000149925",1,"ALDOA"
"3286","ENSG00000149930",1,"TAOK2"
"3287","ENSG00000149932",1,"TMEM219"
"3288","ENSG00000149948",5,"HMGA2"
"3289","ENSG00000149968",6,"MMP3"
"3290","ENSG00000150093",35,"ITGB1"
"3291","ENSG00000150347",3,"ARID5B"
"3292","ENSG00000150403",1,"TMCO3"
"3293","ENSG00000150455",2,"TIRAP"
"3294","ENSG00000150457",4,"LATS2"
"3295","ENSG00000150477",1,"KIAA1328"
"3296","ENSG00000150593",3,"PDCD4"
"3297","ENSG00000150630",12,"VEGFC"
"3298","ENSG00000150637",1,"CD226"
"3299","ENSG00000150760",1,"DOCK1"
"3300","ENSG00000150764",1,"DIXDC1"
"3301","ENSG00000150782",6,"IL18"
"3302","ENSG00000150893",1,"FREM2"
"3303","ENSG00000150907",20,"FOXO1"
"3304","ENSG00000150991",6,"UBC"
"3305","ENSG00000150995",2,"ITPR1"
"3306","ENSG00000151025",2,"GPR158"
"3307","ENSG00000151067",1,"CACNA1C"
"3308","ENSG00000151090",2,"THRB"
"3309","ENSG00000151116",1,"UEVLD"
"3310","ENSG00000151150",2,"ANK3"
"3311","ENSG00000151176",2,"PLBD2"
"3312","ENSG00000151208",1,"DLG5"
"3313","ENSG00000151240",1,"DIP2C"
"3314","ENSG00000151247",5,"EIF4E"
"3315","ENSG00000151276",1,"MAGI1"
"3316","ENSG00000151338",1,"MIPOL1"
"3317","ENSG00000151366",1,"NDUFC2"
"3318","ENSG00000151422",3,"FER"
"3319","ENSG00000151461",1,"UPF2"
"3320","ENSG00000151465",1,"CDC123"
"3321","ENSG00000151491",1,"EPS8"
"3322","ENSG00000151503",1,"NCAPD3"
"3323","ENSG00000151532",1,"VTI1A"
"3324","ENSG00000151552",1,"QDPR"
"3325","ENSG00000151612",1,"ZNF827"
"3326","ENSG00000151615",1,"POU4F2"
"3327","ENSG00000151617",2,"EDNRA"
"3328","ENSG00000151632",6,"AKR1C2"
"3329","ENSG00000151655",1,"ITIH2"
"3330","ENSG00000151687",1,"ANKAR"
"3331","ENSG00000151692",1,"RNF144A"
"3332","ENSG00000151693",1,"ASAP2"
"3333","ENSG00000151694",8,"ADAM17"
"3334","ENSG00000151702",4,"FLI1"
"3335","ENSG00000151715",1,"TMEM45B"
"3336","ENSG00000151718",1,"WWC2"
"3337","ENSG00000151725",1,"CENPU"
"3338","ENSG00000151746",2,"BICD1"
"3339","ENSG00000151779",1,"NBAS"
"3340","ENSG00000151846",1,"PABPC3"
"3341","ENSG00000151893",2,"CACUL1"
"3342","ENSG00000151929",3,"BAG3"
"3343","ENSG00000152102",1,"FAM168B"
"3344","ENSG00000152127",3,"MGAT5"
"3345","ENSG00000152192",1,"POU4F1"
"3346","ENSG00000152213",3,"ARL11"
"3347","ENSG00000152217",1,"SETBP1"
"3348","ENSG00000152234",4,"ATP5F1A"
"3349","ENSG00000152256",1,"PDK1"
"3350","ENSG00000152270",1,"PDE3B"
"3351","ENSG00000152377",3,"SPOCK1"
"3352","ENSG00000152422",5,"XRCC4"
"3353","ENSG00000152484",4,"USP12"
"3354","ENSG00000152503",3,"TRIM36"
"3355","ENSG00000152520",1,"PAN3"
"3356","ENSG00000152558",1,"TMEM123"
"3357","ENSG00000152583",3,"SPARCL1"
"3358","ENSG00000152591",1,"DSPP"
"3359","ENSG00000152601",1,"MBNL1"
"3360","ENSG00000152642",1,"GPD1L"
"3361","ENSG00000152661",10,"GJA1"
"3362","ENSG00000152669",1,"CCNO"
"3363","ENSG00000152683",1,"SLC30A6"
"3364","ENSG00000152684",1,"PELO"
"3365","ENSG00000152689",2,"RASGRP3"
"3366","ENSG00000152767",1,"FARP1"
"3367","ENSG00000152795",5,"HNRNPDL"
"3368","ENSG00000152804",2,"HHEX"
"3369","ENSG00000152818",2,"UTRN"
"3370","ENSG00000152822",1,"GRM1"
"3371","ENSG00000152894",1,"PTPRK"
"3372","ENSG00000153071",8,"DAB2"
"3373","ENSG00000153093",2,"ACOXL"
"3374","ENSG00000153094",3,"BCL2L11"
"3375","ENSG00000153113",1,"CAST"
"3376","ENSG00000153140",1,"CETN3"
"3377","ENSG00000153162",11,"BMP6"
"3378","ENSG00000153179",1,"RASSF3"
"3379","ENSG00000153187",6,"HNRNPU"
"3380","ENSG00000153201",3,"RANBP2"
"3381","ENSG00000153208",3,"MERTK"
"3382","ENSG00000153233",2,"PTPRR"
"3383","ENSG00000153234",2,"NR4A2"
"3384","ENSG00000153292",1,"ADGRF1"
"3385","ENSG00000153317",1,"ASAP1"
"3386","ENSG00000153363",1,"LINC00467"
"3387","ENSG00000153395",2,"LPCAT1"
"3388","ENSG00000153404",1,"PLEKHG4B"
"3389","ENSG00000153446",1,"C16orf89"
"3390","ENSG00000153487",2,"ING1"
"3391","ENSG00000153498",1,"SPACA7"
"3392","ENSG00000153558",1,"FBXL2"
"3393","ENSG00000153707",1,"PTPRD"
"3394","ENSG00000153779",1,"TGIF2LX"
"3395","ENSG00000153814",19,"JAZF1"
"3396","ENSG00000153815",1,"CMIP"
"3397","ENSG00000153827",1,"TRIP12"
"3398","ENSG00000153904",2,"DDAH1"
"3399","ENSG00000153922",9,"CHD1"
"3400","ENSG00000153936",1,"HS2ST1"
"3401","ENSG00000153944",1,"MSI2"
"3402","ENSG00000153956",1,"CACNA2D1"
"3403","ENSG00000154025",1,"SLC5A10"
"3404","ENSG00000154096",4,"THY1"
"3405","ENSG00000154122",2,"ANKH"
"3406","ENSG00000154133",2,"ROBO4"
"3407","ENSG00000154174",1,"TOMM70"
"3408","ENSG00000154229",14,"PRKCA"
"3409","ENSG00000154252",1,"GAL3ST2"
"3410","ENSG00000154277",3,"UCHL1"
"3411","ENSG00000154305",1,"MIA3"
"3412","ENSG00000154316",1,"TDH"
"3413","ENSG00000154342",4,"WNT3A"
"3414","ENSG00000154358",1,"OBSCN"
"3415","ENSG00000154359",1,"LONRF1"
"3416","ENSG00000154370",1,"TRIM11"
"3417","ENSG00000154380",1,"ENAH"
"3418","ENSG00000154582",3,"ELOC"
"3419","ENSG00000154611",1,"PSMA8"
"3420","ENSG00000154639",1,"CXADR"
"3421","ENSG00000154640",2,"BTG3"
"3422","ENSG00000154654",2,"NCAM2"
"3423","ENSG00000154710",1,"RABGEF1"
"3424","ENSG00000154723",1,"ATP5PF"
"3425","ENSG00000154734",3,"ADAMTS1"
"3426","ENSG00000154736",1,"ADAMTS5"
"3427","ENSG00000154743",2,"TSEN2"
"3428","ENSG00000154767",8,"XPC"
"3429","ENSG00000154839",2,"SKA1"
"3430","ENSG00000154917",1,"RAB6B"
"3431","ENSG00000155011",1,"DKK2"
"3432","ENSG00000155066",2,"PROM2"
"3433","ENSG00000155090",3,"KLF10"
"3434","ENSG00000155093",1,"PTPRN2"
"3435","ENSG00000155096",1,"AZIN1"
"3436","ENSG00000155111",2,"CDK19"
"3437","ENSG00000155366",5,"RHOC"
"3438","ENSG00000155368",3,"DBI"
"3439","ENSG00000155380",3,"SLC16A1"
"3440","ENSG00000155495",1,"MAGEC1"
"3441","ENSG00000155506",2,"LARP1"
"3442","ENSG00000155629",1,"PIK3AP1"
"3443","ENSG00000155666",1,"KDM8"
"3444","ENSG00000155760",1,"FZD7"
"3445","ENSG00000155792",1,"DEPTOR"
"3446","ENSG00000155827",1,"RNF20"
"3447","ENSG00000155846",2,"PPARGC1B"
"3448","ENSG00000155850",1,"SLC26A2"
"3449","ENSG00000155903",1,"RASA2"
"3450","ENSG00000155974",2,"GRIP1"
"3451","ENSG00000155975",2,"VPS37A"
"3452","ENSG00000156006",14,"NAT2"
"3453","ENSG00000156011",1,"PSD3"
"3454","ENSG00000156049",1,"GNA14"
"3455","ENSG00000156052",1,"GNAQ"
"3456","ENSG00000156076",2,"WIF1"
"3457","ENSG00000156103",2,"MMP16"
"3458","ENSG00000156113",5,"KCNMA1"
"3459","ENSG00000156219",1,"ART3"
"3460","ENSG00000156234",5,"CXCL13"
"3461","ENSG00000156265",1,"MAP3K7CL"
"3462","ENSG00000156273",1,"BACH1"
"3463","ENSG00000156284",1,"CLDN8"
"3464","ENSG00000156299",1,"TIAM1"
"3465","ENSG00000156345",1,"CDK20"
"3466","ENSG00000156398",1,"SFXN2"
"3467","ENSG00000156453",1,"PCDH1"
"3468","ENSG00000156467",2,"UQCRB"
"3469","ENSG00000156471",1,"PTDSS1"
"3470","ENSG00000156482",2,"RPL30"
"3471","ENSG00000156508",8,"EEF1A1"
"3472","ENSG00000156515",1,"HK1"
"3473","ENSG00000156531",1,"PHF6"
"3474","ENSG00000156535",1,"CD109"
"3475","ENSG00000156564",1,"LRFN2"
"3476","ENSG00000156574",2,"NODAL"
"3477","ENSG00000156603",2,"MED19"
"3478","ENSG00000156639",1,"ZFAND3"
"3479","ENSG00000156650",2,"KAT6B"
"3480","ENSG00000156687",1,"UNC5D"
"3481","ENSG00000156709",8,"AIFM1"
"3482","ENSG00000156711",1,"MAPK13"
"3483","ENSG00000156802",2,"ATAD2"
"3484","ENSG00000156831",3,"NSMCE2"
"3485","ENSG00000156970",3,"BUB1B"
"3486","ENSG00000156976",1,"EIF4A2"
"3487","ENSG00000157005",3,"SST"
"3488","ENSG00000157017",4,"GHRL"
"3489","ENSG00000157020",1,"SEC13"
"3490","ENSG00000157060",1,"SHCBP1L"
"3491","ENSG00000157064",2,"NMNAT2"
"3492","ENSG00000157087",1,"ATP2B2"
"3493","ENSG00000157131",1,"C8A"
"3494","ENSG00000157150",2,"TIMP4"
"3495","ENSG00000157152",1,"SYN2"
"3496","ENSG00000157168",1,"NRG1"
"3497","ENSG00000157181",1,"ODR4"
"3498","ENSG00000157193",1,"LRP8"
"3499","ENSG00000157214",8,"STEAP2"
"3500","ENSG00000157216",1,"SSBP3"
"3501","ENSG00000157224",1,"CLDN12"
"3502","ENSG00000157227",10,"MMP14"
"3503","ENSG00000157240",1,"FZD1"
"3504","ENSG00000157350",1,"ST3GAL2"
"3505","ENSG00000157388",1,"CACNA1D"
"3506","ENSG00000157404",2,"KIT"
"3507","ENSG00000157500",2,"APPL1"
"3508","ENSG00000157554",273,"ERG"
"3509","ENSG00000157557",4,"ETS2"
"3510","ENSG00000157601",3,"MX1"
"3511","ENSG00000157613",1,"CREB3L1"
"3512","ENSG00000157617",1,"C2CD2"
"3513","ENSG00000157654",1,"PALM2-AKAP2"
"3514","ENSG00000157741",1,"UBN2"
"3515","ENSG00000157764",10,"BRAF"
"3516","ENSG00000157796",1,"WDR19"
"3517","ENSG00000157851",1,"DPYSL5"
"3518","ENSG00000157869",1,"RAB28"
"3519","ENSG00000157881",1,"PANK4"
"3520","ENSG00000157933",1,"SKI"
"3521","ENSG00000157985",1,"AGAP1"
"3522","ENSG00000158014",1,"SLC30A2"
"3523","ENSG00000158019",1,"BABAM2"
"3524","ENSG00000158023",1,"WDR66"
"3525","ENSG00000158079",1,"PTPDC1"
"3526","ENSG00000158125",1,"XDH"
"3527","ENSG00000158158",1,"CNNM4"
"3528","ENSG00000158164",3,"TMSB15A"
"3529","ENSG00000158195",1,"WASF2"
"3530","ENSG00000158246",1,"TENT5B"
"3531","ENSG00000158290",1,"CUL4B"
"3532","ENSG00000158315",1,"RHBDL2"
"3533","ENSG00000158321",1,"AUTS2"
"3534","ENSG00000158352",1,"SHROOM4"
"3535","ENSG00000158373",1,"HIST1H2BD"
"3536","ENSG00000158402",4,"CDC25C"
"3537","ENSG00000158406",1,"HIST1H4H"
"3538","ENSG00000158411",1,"MITD1"
"3539","ENSG00000158427",1,"TMSB15B"
"3540","ENSG00000158467",2,"AHCYL2"
"3541","ENSG00000158528",1,"PPP1R9A"
"3542","ENSG00000158571",1,"PFKFB1"
"3543","ENSG00000158615",1,"PPP1R15B"
"3544","ENSG00000158636",1,"EMSY"
"3545","ENSG00000158710",1,"TAGLN2"
"3546","ENSG00000158711",5,"ELK4"
"3547","ENSG00000158715",18,"SLC45A3"
"3548","ENSG00000158747",2,"NBL1"
"3549","ENSG00000158815",1,"FGF17"
"3550","ENSG00000158828",1,"PINK1"
"3551","ENSG00000158856",1,"DMTN"
"3552","ENSG00000158864",1,"NDUFS2"
"3553","ENSG00000158874",1,"APOA2"
"3554","ENSG00000158941",2,"CCAR2"
"3555","ENSG00000158987",1,"RAPGEF6"
"3556","ENSG00000159023",1,"EPB41"
"3557","ENSG00000159140",1,"SON"
"3558","ENSG00000159164",1,"SV2A"
"3559","ENSG00000159167",1,"STC1"
"3560","ENSG00000159176",1,"CSRP1"
"3561","ENSG00000159182",2,"PRAC1"
"3562","ENSG00000159184",57,"HOXB13"
"3563","ENSG00000159216",5,"RUNX1"
"3564","ENSG00000159217",2,"IGF2BP1"
"3565","ENSG00000159228",1,"CBR1"
"3566","ENSG00000159251",4,"ACTC1"
"3567","ENSG00000159259",2,"CHAF1B"
"3568","ENSG00000159263",6,"SIM2"
"3569","ENSG00000159307",1,"SCUBE1"
"3570","ENSG00000159339",1,"PADI4"
"3571","ENSG00000159346",7,"ADIPOR1"
"3572","ENSG00000159352",1,"PSMD4"
"3573","ENSG00000159388",7,"BTG2"
"3574","ENSG00000159399",6,"HK2"
"3575","ENSG00000159403",1,"C1R"
"3576","ENSG00000159445",1,"THEM4"
"3577","ENSG00000159459",1,"UBR1"
"3578","ENSG00000159461",1,"AMFR"
"3579","ENSG00000159640",10,"ACE"
"3580","ENSG00000159674",2,"SPON2"
"3581","ENSG00000159685",1,"CHCHD6"
"3582","ENSG00000159692",6,"CTBP1"
"3583","ENSG00000159720",1,"ATP6V0D1"
"3584","ENSG00000159763",2,"PIP"
"3585","ENSG00000159788",1,"RGS12"
"3586","ENSG00000159842",1,"ABR"
"3587","ENSG00000160007",1,"ARHGAP35"
"3588","ENSG00000160049",1,"DFFA"
"3589","ENSG00000160062",1,"ZBTB8A"
"3590","ENSG00000160072",1,"ATAD3B"
"3591","ENSG00000160087",1,"UBE2J2"
"3592","ENSG00000160094",1,"ZNF362"
"3593","ENSG00000160111",1,"CPAMD8"
"3594","ENSG00000160145",1,"KALRN"
"3595","ENSG00000160161",1,"CILP2"
"3596","ENSG00000160179",1,"ABCG1"
"3597","ENSG00000160180",9,"TFF3"
"3598","ENSG00000160182",4,"TFF1"
"3599","ENSG00000160190",1,"SLC37A1"
"3600","ENSG00000160191",1,"PDE9A"
"3601","ENSG00000160193",1,"WDR4"
"3602","ENSG00000160194",1,"NDUFV3"
"3603","ENSG00000160200",3,"CBS"
"3604","ENSG00000160209",1,"PDXK"
"3605","ENSG00000160211",1,"G6PD"
"3606","ENSG00000160213",1,"CSTB"
"3607","ENSG00000160216",1,"AGPAT3"
"3608","ENSG00000160223",1,"ICOSLG"
"3609","ENSG00000160255",1,"ITGB2"
"3610","ENSG00000160271",1,"RALGDS"
"3611","ENSG00000160285",1,"LSS"
"3612","ENSG00000160293",3,"VAV2"
"3613","ENSG00000160299",2,"PCNT"
"3614","ENSG00000160305",1,"DIP2A"
"3615","ENSG00000160323",1,"ADAMTS13"
"3616","ENSG00000160410",1,"SHKBP1"
"3617","ENSG00000160447",1,"PKN3"
"3618","ENSG00000160460",2,"SPTBN4"
"3619","ENSG00000160563",1,"MED27"
"3620","ENSG00000160633",2,"SAFB"
"3621","ENSG00000160678",1,"S100A1"
"3622","ENSG00000160679",1,"CHTOP"
"3623","ENSG00000160683",6,"CXCR5"
"3624","ENSG00000160685",1,"ZBTB7B"
"3625","ENSG00000160688",1,"FLAD1"
"3626","ENSG00000160691",14,"SHC1"
"3627","ENSG00000160710",3,"ADAR"
"3628","ENSG00000160712",5,"IL6R"
"3629","ENSG00000160741",1,"CRTC2"
"3630","ENSG00000160752",1,"FDPS"
"3631","ENSG00000160783",1,"PMF1"
"3632","ENSG00000160789",5,"LMNA"
"3633","ENSG00000160791",7,"CCR5"
"3634","ENSG00000160799",1,"CCDC12"
"3635","ENSG00000160801",1,"PTH1R"
"3636","ENSG00000160862",12,"AZGP1"
"3637","ENSG00000160867",11,"FGFR4"
"3638","ENSG00000160868",28,"CYP3A4"
"3639","ENSG00000160870",1,"CYP3A7"
"3640","ENSG00000160948",1,"VPS28"
"3641","ENSG00000160957",1,"RECQL4"
"3642","ENSG00000160963",1,"COL26A1"
"3643","ENSG00000160973",2,"FOXH1"
"3644","ENSG00000160999",1,"SH2B2"
"3645","ENSG00000161011",12,"SQSTM1"
"3646","ENSG00000161016",1,"RPL8"
"3647","ENSG00000161031",1,"PGLYRP2"
"3648","ENSG00000161055",1,"SCGB3A1"
"3649","ENSG00000161057",1,"PSMC2"
"3650","ENSG00000161202",2,"DVL3"
"3651","ENSG00000161203",2,"AP2M1"
"3652","ENSG00000161267",1,"BDH1"
"3653","ENSG00000161544",1,"CYGB"
"3654","ENSG00000161558",1,"TMEM143"
"3655","ENSG00000161634",1,"DCD"
"3656","ENSG00000161638",6,"ITGA5"
"3657","ENSG00000161640",1,"SIGLEC11"
"3658","ENSG00000161642",2,"ZNF385A"
"3659","ENSG00000161677",1,"JOSD2"
"3660","ENSG00000161798",2,"AQP5"
"3661","ENSG00000161800",1,"RACGAP1"
"3662","ENSG00000161813",2,"LARP4"
"3663","ENSG00000161847",1,"RAVER1"
"3664","ENSG00000161849",1,"KRT84"
"3665","ENSG00000161905",10,"ALOX15"
"3666","ENSG00000161921",7,"CXCL16"
"3667","ENSG00000161958",1,"FGF11"
"3668","ENSG00000161960",1,"EIF4A1"
"3669","ENSG00000162009",6,"SSTR5"
"3670","ENSG00000162063",1,"CCNF"
"3671","ENSG00000162068",1,"NTN3"
"3672","ENSG00000162078",2,"ZG16B"
"3673","ENSG00000162104",1,"ADCY9"
"3674","ENSG00000162105",1,"SHANK2"
"3675","ENSG00000162139",2,"NEU3"
"3676","ENSG00000162244",1,"RPL29"
"3677","ENSG00000162267",1,"ITIH3"
"3678","ENSG00000162337",3,"LRP5"
"3679","ENSG00000162341",1,"TPCN2"
"3680","ENSG00000162344",1,"FGF19"
"3681","ENSG00000162366",1,"PDZK1IP1"
"3682","ENSG00000162368",1,"CMPK1"
"3683","ENSG00000162391",1,"FAM151A"
"3684","ENSG00000162409",3,"PRKAA2"
